Sent_ID	Token_ID	Corr_token	Orig_token	Lemma	POS
s1	w1	Von	VOn	von	APPR
s1	w2	Gottes	GOttes	Gott	NN
s1	w3	Gnaden	Gnaden	Gnade	NN
s1	w4	/	/	/	$(
s1	w5	Wir	Wir	wir	PPER
s1	w6	Augustus	Augustus	Augustus	NE
s1	w7	/	/	/	$(
s1	w8	Herzog	Herzog	Herzog	NE
s1	w9	zu	zu	zu	APPR
s1	wa	Bruns	Bruns	Bruns	NE
s1	wb	Wig	Wig	Wig	NE
s1	wc	/	/	/	$(
s1	wd	und	und	und	KON
s1	we	Lunä	Lunaͤ	Lunä	NE
s1	wf	Burg	Burg	Burg	NE
s1	w10	/	/	/	$(
s1	w11	Geben	Geben	Geben	NN
s1	w12	allen	allen	alle	PIAT
s1	w13	und	und	und	KON
s1	w14	Jeden	Jeden	jede	PIAT
s1	w15	unseren	unſeren	unsere	PPOSAT
s1	w16	Prälaten	Praͤlaten	Prälat	NN
s1	w17	/	/	/	$(
s1	w18	Grafen	Grafen	Graf	NN
s1	w19	/	/	/	$(
s1	w1a	Freiherrn	Freihern	Freiherr	NN
s1	w1b	/	/	/	$(
s1	w1c	denen	denen	die	PRELS
s1	w1d	von	von	von	APPR
s1	w1e	der	der	d	ART
s1	w1f	Ritterschaft	Ritterſchaft	Ritterschaft	NN
s1	w20	/	/	/	$(
s1	w21	Großvögten	Grosvoͤgten	Großvogt	NN
s1	w22	/	/	/	$(
s1	w23	Gerichts-Herrn	Gerichts-Herrn	Gerichts-Herr	NN
s1	w24	/	/	/	$(
s1	w25	Ober-	Ober-	ober-	TRUNC
s1	w26	und	und	und	KON
s1	w27	Amtleuten	Amtleuten	Amtleute	NN
s1	w28	/	/	/	$(
s1	w29	Befälichhabern	Befaͤlichhabern	Befälichhabern	NE
s1	w2a	/	/	/	$(
s1	w2b	Vögten	Voͤgten	Vogt	NN
s1	w2c	/	/	/	$(
s1	w2d	Geografen	Gogrefen	Geograf	NN
s1	w2e	/	/	/	$(
s1	w2f	Schuldheissen	Schuldheisſen	Schuldheißen	NN
s1	w30	/	/	/	$(
s1	w31	auch	auch	auch	ADV
s1	w32	Richtern	Richtern	Richter	NN
s1	w33	/	/	/	$(
s1	w34	Bürgermeistern	Buͤrgermeistern	Bürgermeister	NN
s1	w35	und	und	und	KON
