Sent_ID	Token_ID	Corr_token	Orig_token	Lemma	POS
s1	w1	Ruhe	Ruhe	Ruhe	NN
s1	w2	ist	iſt	sein	VAFIN
s1	w3	die	die	d	ART
s1	w4	erste	erſte	erst	ADJA
s1	w5	Bürgerpflicht	Bürgerpflicht	Bürgerpflicht	NN
s1	w6	.	.	.	$.
s2	w7	Ruhe	Ruhe	Ruhe	NN
s2	w8	ist	iſt	sein	VAFIN
s2	w9	die	die	d	ART
s2	wa	erste	erſte	erst	ADJA
s2	wb	Bürgerpflicht	Bürgerpflicht	Bürgerpflicht	NN
s2	wc	oder	oder	oder	KON
s2	wd	Vor	Vor	vor	APPR
s2	we	fünfzig	fünfzig	fünfzig	CARD
s2	wf	Jahren	Jahren	Jahr	NN
s2	w10	.	.	.	$.
s3	w11	Vaterländischer	Vaterländiſcher	vaterländisch	ADJA
s3	w12	Roman	Roman	Roman	NN
s3	w13	von	von	von	APPR
s3	w14	W.	W.	W.	NE
s3	w15	Alexis	Alexis	Alexis	NE
s3	w16	(	(	(	$(
s3	w17	W.	W.	W.	NE
s3	w18	Hering	Häring	Hering	NE
s3	w19	)	)	)	$(
s3	w1a	.	.	.	$.
s4	w1b	Dritter	Dritter	dritt	ADJA
s4	w1c	Band	Band	Band	NN
s4	w1d	.	.	.	$.
s5	w1e	Berlin	Berlin	Berlin	NE
s5	w1f	.	.	.	$.
s6	w20	Verlag	Verlag	Verlag	NN
s6	w21	von	von	von	APPR
s6	w22	Carl	Carl	Carl	NE
s6	w23	Barthol	Barthol	Barthol	NE
s6	w24	.	.	.	$.
s7	w25	1852	1852	1852	CARD
s7	w26	.	.	.	$.
s1232	w130eb	Erstes	Erſtes	erst	ADJA
s1232	w130ec	Kapitel	Kapitel	Kapitel	NN
s1232	w130ed	.	.	.	$.
s1233	w130ee	Gewitterschläge	Gewitterſchläge	Gewitterschlag	NN
s1233	w130ef	am	am	am	APPRART
s1233	w130f0	schwülen	ſchwülen	schwül	ADJA
s1233	w130f1	Himmel	Himmel	Himmel	NN
s1233	w130f2	.	.	.	$.
s8	w27	Im	Im	im	APPRART
s8	w28	Hause	Hauſe	Haus	NN
s8	w29	der	der	d	ART
s8	w2a	Geheimrätin	Geheimräthin	Geheimratin	NN
s8	w2b	war	war	sein	VAFIN
s8	w2c	es	es	es	PPER
s8	w2d	seit	ſeit	seit	APPR
s8	w2e	jenem	jenem	jen	PDAT
s8	w2f	glänzenden	glänzenden	glänzend	ADJA
s8	w30	Abend	Abend	Abend	NN
s8	w31	still	ſtill	still	ADJD
s8	w32	hergegangen	hergegangen	hergehen	VVPP
s8	w33	;	;	;	$.
s8	w34	aber	aber	aber	KON
s8	w35	es	es	es	PPER
s8	w36	war	war	sein	VAFIN
s8	w37	eine	eine	eine	ART
s8	w38	Stille	Stille	Stille	NN
s8	w39	,	,	,	$,
s8	w3a	die	die	die	PRELS
s8	w3b	von	von	von	APPR
s8	w3c	sich	ſich	sich	PRF
s8	w3d	sprechen	ſprechen	sprechen	VVINF
s8	w3e	machte	machte	machen	VVFIN
s8	w3f	.	.	.	$.
s9	w40	Sie	Sie	sie	PPER
s9	w41	litt	litt	leiden	VVFIN
s9	w42	an	an	an	APPR
s9	w43	Kongestionen	Congeſtionen	Kongestion	NN
s9	w44	des	des	d	ART
s9	w45	Blutes	Blutes	Blut	NN
s9	w46	,	,	,	$,
s9	w47	Beklemmungen	Beklemmungen	Beklemmung	NN
s9	w48	des	des	d	ART
s9	w49	Herzens	Herzens	Herz	NN
s9	w4a	,	,	,	$,
s9	w4b	und	und	und	KON
s9	w4c	klagte	klagte	klagen	VVFIN
s9	w4d	über	über	über	APPR
s9	w4e	Visionen	Viſionen	Vision	NN
s9	w4f	.	.	.	$.
sa	w50	Im	Im	im	APPRART
sa	w51	Kreise	Kreiſe	Kreis	NN
sa	w52	der	der	d	ART
sa	w53	ihr	ihr	sie	PPER
sa	w54	liebsten	liebſten	lieb	ADJD
sa	w55	Menschen	Menſchen	Mensch	NN
sa	w56	sah	ſah	sehen	VVFIN
sa	w57	sie	ſie	sie	PPER
sa	w58	oft	oft	oft	ADV
sa	w59	andere	andre	ander	ADJA
sa	w5a	Gesichter	Geſichter	Gesicht	NN
sa	w5b	.	.	.	$.
sb	w5c	Sie	Sie	sie	PPER
sb	w5d	redete	redete	reden	VVFIN
sb	w5e	eine	eine	eine	ART
sb	w5f	Person	Perſon	Person	NN
sb	w60	an	an	an	PTKVZ
sb	w61	,	,	,	$,
sb	w62	und	und	und	KON
sb	w63	meinte	meinte	meinen	VVFIN
sb	w64	eine	eine	eine	ART
sb	w65	andere	andre	ander	ADJA
sb	w66	;	;	;	$.
sb	w67	aber	aber	aber	KON
sb	w68	sie	ſie	sie	PPER
sb	w69	beteuerte	betheuerte	beteuern	VVFIN
sb	w6a	,	,	,	$,
sb	w6b	sie	ſie	sie	PPER
sb	w6c	wisse	wiſſe	wissen	VVFIN
sb	w6d	sich	ſich	sich	PRF
sb	w6e	darüber	darüber	darüber	PAV
