Sent_ID	Token_ID	Corr_token	Orig_token	Lemma	POS
s1	w1	Carl	Carl	Carl	NE
s1	w2	Philipp	Philipp	Philipp	NE
s1	w3	Emanuel	Emanuel	Emanuel	NE
s1	w4	Bachs	Bachs	Bach	NE
s1	w5	Versuch	Verſuch	Versuch	NN
s1	w6	über	über	über	APPR
s1	w7	die	die	d	ART
s1	w8	wahre	wahre	wahr	ADJA
s1	w9	Art	Art	Art	NN
s1	wa	das	das	d	ART
s1	wb	Klavier	Clavier	Klavier	NN
s1	wc	zu	zu	zu	PTKZU
s1	wd	spielen	ſpielen	spielen	VVINF
s1	we	Zweiter	Zweyter	zweit	ADJA
s1	wf	Teil	Theil	Teil	NN
s1	w10	,	,	,	$,
s1	w11	in	in	in	APPR
s1	w12	welchem	welchem	welche	PRELS
s1	w13	die	die	d	ART
s1	w14	Lehre	Lehre	Lehre	NN
s1	w15	von	von	von	APPR
s1	w16	dem	dem	d	ART
s1	w17	Akkompagnement	Accompagnement	Akkompagnement	NN
s1	w18	und	und	und	KON
s1	w19	der	der	d	ART
s1	w1a	freien	freyen	frei	ADJA
s1	w1b	Fantasie	Fantaſie	Fantasie	NN
s1	w1c	abgehandelt	abgehandelt	abhandeln	VVPP
s1	w1d	wird	wird	werden	VAFIN
s1	w1e	.	.	.	$.
s2	w1f	Nebst	Nebſt	nebst	APPR
s2	w20	einer	einer	eine	ART
s2	w21	Kupfertafel	Kupfertafel	Kupfertafel	NN
s2	w22	.	.	.	$.
s3	w23	In	In	in	APPR
s3	w24	Verlegung	Verlegung	Verlegung	NN
s3	w25	des	des	d	ART
s3	w26	Auctoris	Auctoris	Auctoris	NE
s3	w27	.	.	.	$.
s4	w28	Berlin	Berlin	Berlin	NE
s4	w29	,	,	,	$,
s4	w2a	1762	1762	1762	CARD
s4	w2b	.	.	.	$.
s5	w2c	Gedruckt	Gedruckt	drucken	VVPP
s5	w2d	bei	bey	bei	APPR
s5	w2e	George	George	George	NE
s5	w2f	Ludewig	Ludewig	Ludewig	NE
s5	w30	Winter	Winter	Winter	NE
s5	w31	.	.	.	$.
s6	w32	An	An	an	APPR
s6	w33	den	den	d	ART
s6	w34	Buchbinder	Buchbinder	Buchbinder	NN
s6	w35	.	.	.	$.
s7	w36	Die	Die	d	ART
s7	w37	Kupfertafel	Kupfertafel	Kupfertafel	NN
s7	w38	wird	wird	werden	VAFIN
s7	w39	am	am	am	APPRART
s7	w3a	Ende	Ende	Ende	NN
